133
0.35 -824.245 -859.078 -1759.39 898.154 2.15333 -859.065
0.55 -656.604 -736.155 -1538.04 799.946 1.93998 -736.144
0.75 -561.228 -711.091 -1518.32 805.273 1.95628 -711.081
0.95 -497.571 -753.124 -1646.42 891.144 2.15174 -753.113
1.15 -450.386 -862.709 -1934.64 1069.37 2.55653 -862.697
1.35 -412.902 -1054.96 -2431.56 1373.35 3.25485 -1054.95
1.55 -381.463 -1352.54 -3210.64 1853.72 4.38123 -1352.52
1.75 -353.91 -1767.65 -4330.44 2556.71 6.07989 -1767.64
1.95 -329.066 -2255.34 -5714.24 3450.57 8.33719 -2255.32
2.15 -306.219 -2663.09 -6993.22 4319.44 10.6994 -2663.08
2.35 -284.841 -2808.07 -7659.27 4838.82 12.3738 -2808.06
2.55 -264.743 -2674.62 -7594.14 4906.51 13.0095 -2674.61
2.75 -245.698 -2411.03 -7141.86 4717.84 12.9891 -2411.03
2.95 -227.63 -2158.04 -6683.65 4512.74 12.8794 -2158.03
3.15 -210.461 -1981.55 -6430.76 4436.14 13.0687 -1981.54
3.35 -194.208 -1873.91 -6386.63 4499.08 13.642 -1873.91
3.55 -178.843 -1749.69 -6276.94 4513.1 14.1577 -1749.68
3.75 -164.319 -1551.09 -5871.21 4306.01 14.1204 -1551.08
3.95 -150.63 -1329.07 -5321.02 3978.23 13.7234 -1329.06
4.15 -137.766 -1134.08 -4813.98 3666.58 13.3212 -1134.07
4.35 -125.699 -976.114 -4404.06 3414.89 13.0516 -976.108
4.55 -114.409 -849.77 -4085.58 3222.88 12.9326 -849.764
4.75 -103.873 -748.155 -3843.18 3082.07 12.9556 -748.15
4.95 -94.0589 -665.944 -3665.03 2985.98 13.1143 -665.938
5.15 -84.9306 -599.44 -3544.7 2931.85 13.4128 -599.435
5.35 -76.4492 -546.205 -3480.98 2920.91 13.868 -546.2
5.55 -68.5996 -504.749 -3478.01 2958.74 14.5146 -504.745
5.75 -61.3277 -474.357 -3546.15 3056.38 15.4113 -474.354
5.95 -54.6021 -454.98 -3703.73 3232.09 16.6536 -454.976
6.15 -48.3986 -447.12 -3979.31 3513.79 18.3896 -447.117
6.35 -42.6705 -451.52 -4412.99 3940.62 20.8395 -451.517
6.55 -37.3897 -468.22 -5051.21 4558.69 24.2932 -468.217
6.75 -32.5254 -494.177 -5920.36 5397.14 29.0234 -494.175
6.95 -28.0467 -519.069 -6957.04 6402.97 34.9779 -519.068
7.15 -23.9241 -522.952 -7914.06 7349.82 41.2471 -522.95
7.35 -20.1338 -486.23 -8405.37 7873.1 45.9978 -486.229
7.55 -16.6489 -410.282 -8221.91 7763.78 47.8018 -410.281
7.75 -13.4443 -318.349 -7537.68 7172.33 46.9567 -318.348
7.95 -10.4988 -232.852 -6681.91 6404.21 44.8105 -232.851
8.15 -7.77316 -162.678 -5874.32 5669.14 42.4719 -162.677
8.35 -5.17359 -106.671 -5193.08 5045.92 40.4578 -106.671
8.55 -2.68027 -62.1054 -4648.07 4547 38.9407 -62.1048
8.75 -0.286451 -25.9505 -4220.8 4156.91 37.9174 -25.9501
8.95 4.36804 4.30323 -3887.65 3854.6 37.3284 4.30348
9.15 30.5119 30.5229 -3628.04 3621.43 37.1092 30.523
9.35 54.0328 54.0639 -3426.07 3442.91 37.2072 54.0638
9.55 75.8685 75.9245 -3270.06 3308.39 37.5845 75.9243
9.75 96.8473 96.87 -3151.6 3210.24 38.2175 96.8696
9.95 117.49 117.519 -3064.7 3143.11 39.0942 117.518
10.15 138.36 138.4 -3005.07 3103.25 40.2123 138.399
10.35 159.94 159.987 -2969.59 3088 41.5768 159.986
10.55 182.651 182.713 -2955.77 3095.29 43.1972 182.713
10.75 206.899 206.967 -2961.36 3123.24 45.0846 206.966
10.95 232.977 233.067 -2983.86 3169.68 47.2466 233.066
11.15 261.111 261.217 -3020.16 3231.7 49.6818 261.216
11.35 291.389 291.442 -3066.12 3305.2 52.373 291.44
11.55 323.466 323.521 -3116.41 3384.67 55.2801 323.519
11.75 356.881 356.938 -3164.62 3463.24 58.3362 356.937
11.95 390.822 390.884 -3203.78 3533.23 61.4494 390.882
12.15 424.263 424.334 -3227.33 3587.17 64.5116 424.332
12.35 456.126 456.206 -3230.26 3619.07 67.4154 456.204
12.55 485.463 485.555 -3210.01 3625.52 70.0727 485.553
12.75 511.646 511.74 -3166.86 3606.2 72.4297 511.738
12.95 534.405 534.504 -3103.54 3563.6 74.4725 534.501
13.15 553.838 553.953 -3024.39 3502.15 76.2227 553.95
13.35 570.342 570.461 -2934.35 3427.11 77.7266 570.459
13.55 584.422 584.548 -2838.11 3343.64 79.0417 584.545
13.75 596.68 596.732 -2739.65 3256.18 80.228 596.729
13.95 607.386 607.428 -2642.1 3168.21 81.3426 607.425
14.15 617.001 617.064 -2547.42 3082.08 82.4276 617.06
14.35 625.896 625.978 -2456.78 2999.27 83.514 625.974
14.55 634.331 634.418 -2370.77 2920.58 84.6241 634.414
14.75 642.473 642.556 -2289.56 2846.37 85.7722 642.552
14.95 650.423 650.505 -2213.09 2776.65 86.9672 650.501
15.15 658.223 658.332 -2141.13 2711.26 88.2139 658.328
15.35 661.543 661.649 -2057.82 2630.07 89.4073 661.645
15.55 669.732 669.861 -1996.24 2575.31 90.81 669.856
15.75 677.921 678.052 -1938.15 2523.94 92.2707 678.048
15.95 686.054 686.207 -1883.19 2475.62 93.7864 686.203
16.15 694.149 694.315 -1831.08 2430.05 95.3545 694.31
16.35 702.194 702.368 -1781.57 2386.98 96.9728 702.364
16.55 710.283 710.365 -1734.46 2346.19 98.64 710.36
16.75 718.23 718.307 -1689.57 2307.53 100.355 718.302
16.95 726.106 726.197 -1646.75 2270.84 102.117 726.192
17.15 733.934 734.042 -1605.87 2235.99 103.927 734.037
17.35 741.734 741.846 -1566.81 2202.87 105.783 741.841
17.55 749.52 749.615 -1529.45 2171.38 107.687 749.61
17.75 757.244 757.353 -1493.69 2141.42 109.638 757.348
17.95 764.954 765.061 -1459.44 2112.87 111.635 765.056
18.15 772.626 772.738 -1426.6 2085.66 113.68 772.733
18.35 780.263 780.382 -1395.07 2059.69 115.772 780.376
18.55 787.848 787.984 -1364.76 2034.84 117.909 787.979
18.75 795.406 795.537 -1335.59 2011.05 120.092 795.531
18.95 802.888 803.028 -1307.47 1988.19 122.319 803.022
19.15 810.3 810.443 -1280.33 1966.19 124.588 810.437
19.35 817.619 817.767 -1254.07 1944.95 126.899 817.761
19.55 824.808 824.983 -1228.64 1924.39 129.25 824.977
19.75 831.88 832.073 -1203.97 1904.41 131.638 832.067
19.95 838.831 839.018 -1179.99 1884.95 134.062 839.012
20.15 845.689 845.802 -1156.64 1865.93 136.518 845.796
20 840.619 840.73 -1174.09 1880.16 134.673 840.724
25.625 946.896 947.027 -676.045 1412.62 210.485 947.02
31.25 961.395 961.589 -412.459 1080.32 293.774 961.581
36.875 953.307 953.465 -271.375 849.043 375.865 953.457
