133
19.55 1101.56 1101.68 774.107 -0.0115736 327.587
19.75 1101.56 1101.69 768.958 -0.0119918 332.741
19.95 1101.48 1101.62 763.734 -0.0124146 337.895
20.15 1101.32 1101.47 758.439 -0.0128422 343.047
20 1101.46 1101.59 762.417 -0.0125211 339.183
25.625 1079.82 1079.92 600.35 -0.0274061 479.598
31.25 1043.99 1044.1 446.105 -0.0518748 598.051
36.875 1001.61 1001.74 319.366 -0.0878891 682.463
42.5 956.794 956.943 223.006 -0.137707 734.074
48.125 912.73 912.897 152.991 -0.204328 760.11
53.75 873.125 873.293 103.35 -0.28967 770.233
59.375 838.582 838.751 69.0236 -0.396197 770.124
65 808.962 809.113 45.7371 -0.527352 763.903
70.625 783.794 784.029 30.1442 -0.687582 754.573
76.25 762.835 763.03 19.7958 -0.882662 744.117
81.875 745.406 745.589 12.9696 -1.12012 733.739
87.5 731.047 731.197 8.4856 -1.40971 724.121
93.125 719.211 719.42 5.54858 -1.76402 715.636
98.75 709.427 709.62 3.62662 -2.19768 708.191
104.375 701.251 701.428 2.3704 -2.72906 701.786
110 694.317 694.517 1.54976 -3.37985 696.348
115.625 688.415 688.609 1.01372 -4.17506 691.77
121.25 683.301 683.466 0.663498 -5.14277 687.945
126.875 678.701 678.894 0.434577 -6.31364 684.773
132.5 674.577 674.736 0.284854 -7.7202 682.171
138.125 670.661 670.86 0.186861 -9.3959 680.07
143.75 666.989 667.165 0.122677 -11.374 678.416
149.375 663.424 663.564 0.080603 -13.6861 677.17
155 659.818 659.991 0.0530011 -16.3613 676.299
160.625 656.231 656.39 0.0348784 -19.4243 675.779
166.25 652.523 652.717 0.0229698 -22.8947 675.589
171.875 648.776 648.941 0.0151385 -26.7861 675.712
177.5 644.892 645.036 0.00998426 -31.1052 676.131
183.125 640.81 640.986 0.00658946 -35.8517 676.832
188.75 636.638 636.783 0.00435181 -41.0182 677.797
194.375 632.25 632.424 0.00287583 -46.5907 679.012
200 627.758 627.912 0.00190158 -52.5488 680.459
