8.23575 4299.89 -5519.23 -5515.46
8.2955 3924.34 -5132.04 -5128.35
8.35525 3530.48 -4700.58 -4697.01
8.415 3119.85 -4226.27 -4222.85
8.47475 2694.15 -3710.89 -3707.65
8.5345 2255.2 -3156.61 -3153.58
8.59425 1805 -2565.96 -2563.15
8.654 1345.65 -1941.85 -1939.18
8.71375 879.38 -1287.57 -1284.72
8.7735 408.52 -606.741 -603.884
8.83325 -64.4963 96.6994 98.4403
8.893 -537.161 818.494 819.036
8.95275 -1006.9 1554.11 1554.39
9.0125 -1471.09 2298.76 2298.96
9.07225 -1927.08 3047.42 3047.3
9.132 -2372.18 3794.88 3794.33
9.19175 -2803.74 4535.79 4534.79
9.2515 -3219.11 5264.67 5263.21
9.31125 -3615.69 5975.99 5974.06
9.371 -3990.94 6664.16 6661.77
9.43075 -4342.41 7323.64 7320.79
9.4905 -4667.74 7948.93 7945.63
9.55025 -4964.71 8534.65 8530.92
9.61 -5231.22 9075.57 9071.42
9.66975 -5465.35 9566.68 9562.14
9.7295 -5665.33 10003.2 9998.3
9.78925 -5829.63 10380.7 10375.5
9.849 -5956.88 10695.1 10689.5
9.90875 -6045.97 10942.5 10936.7
9.9685 -6096.02 11119.8 11113.7
10.0282 -6106.39 11224 11217.7
10.088 -6076.71 11252.9 11246.5
10.1478 -6006.88 11204.7 11198.2
10.2075 -5897.07 11078.1 11071.5
10.2673 -5747.74 10872.6 10866
10.327 -5559.61 10588 10581.5
10.3868 -5333.71 10225.1 10218.6
10.4465 -5071.32 9784.94 9778.67
10.5062 -4774.03 9269.55 9263.49
10.566 -4443.66 8681.4 8675.6
10.6258 -4082.33 8023.64 8018.15
10.6855 -3692.36 7300.04 7294.92
10.7453 -3276.36 6514.98 6510.28
10.805 -2837.11 5673.42 5669.17
10.8648 -2377.62 4780.86 4777.12
10.9245 -1901.08 3843.33 3840.12
10.9842 -1410.82 2867.32 2864.68
11.044 -910.345 1859.76 1857.7
11.1037 -403.234 827.963 826.534
11.1635 106.828 -220.423 -221.151
11.2233 616.101 -1277.49 -1277.51
11.283 1120.81 -2335.12 -2334.46
11.3428 1617.19 -3385.05 -3383.71
11.4025 2101.49 -4418.94 -4416.91
11.4623 2570.02 -5428.44 -5425.72
11.522 3019.17 -6405.27 -6401.86
11.5817 3445.48 -7341.27 -7337.21
11.6415 3845.59 -8228.52 -8223.81
11.7012 4216.34 -9059.33 -9054.02
11.761 4554.76 -9826.41 -9820.52
11.8208 4858.13 -10522.8 -10516.4
11.8805 5123.95 -11142.2 -11135.3
11.9403 5350.02 -11678.6 -11671.3
12 5534.42 -12126.9 -12119.1
12.0598 5675.56 -12482.3 -1.6293e+06
