0.0666667  -0.359176 -0.0639173
0.133333  -0.359364 -0.0634493
0.2  -0.359675 -0.0626704
0.266667  -0.360108 -0.0615791
0.333333  -0.36066 -0.0601728
0.4  -0.361329 -0.0584482
0.466667  -0.362193 -0.0562752
0.533333  -0.36308 -0.0538995
0.6  -0.36407 -0.0511894
0.666667  -0.365156 -0.0481377
0.733333  -0.366331 -0.0447365
0.8  -0.367587 -0.0409769
0.866667  -0.368915 -0.0368492
0.933333  -0.370303 -0.0323429
1  -0.371742 -0.0274467
1.06667  -0.373216 -0.0221485
1.13333  -0.374713 -0.0164353
1.2  -0.376214 -0.0102936
1.26667  -0.377703 -0.00370893
1.33333  -0.379223 0.00347508
1.4  -0.380621 0.0109899
1.46667  -0.381939 0.0189938
1.53333  -0.383149 0.0275028
1.6  -0.384223 0.0365333
1.66667  -0.385126 0.0461016
1.73333  -0.385822 0.0562238
1.8  -0.386314 0.0670711
1.86667  -0.386468 0.0783449
1.93333  -0.386285 0.0902161
2  -0.385711 0.102696
2.06667  -0.384691 0.115796
2.13333  -0.383162 0.129521
2.2  -0.381071 0.144041
2.26667  -0.378316 0.159021
2.33333  -0.37484 0.174624
2.4  -0.370561 0.190838
2.46667  -0.365394 0.207645
2.53333  -0.359226 0.225187
2.6  -0.352002 0.243085
2.66667  -0.34361 0.261466
2.73333  -0.333951 0.280273
2.8  -0.322873 0.299605
2.86667  -0.310381 0.319031
2.93333  -0.296333 0.338629
3  -0.280643 0.358285
3.06667  -0.263136 0.37803
3.13333  -0.243925 0.397393
3.2  -0.222868 0.416385
3.26667  -0.199803 0.434983
3.33333  -0.174959 0.452701
3.4  -0.148223 0.469512
3.46667  -0.119625 0.485225
3.53333  -0.0890631 0.499762
3.6  -0.0569429 0.5127
3.66667  -0.0232199 0.523991
3.73333  0.0121537 0.533557
3.8  0.0486351 0.54108
3.86667  0.0862252 0.546542
3.93333  0.124718 0.549858
4  0.164099 0.550999
4.06667  0.203724 0.549872
4.13333  0.243571 0.546531
4.2  0.283407 0.541022
4.26667  0.323208 0.533398
4.33333  0.362343 0.523802
4.4  0.40082 0.512357
4.46667  0.438455 0.49922
4.53333  0.475078 0.484567
4.6  0.510546 0.468587
4.66667  0.544731 0.451479
4.73333  0.577534 0.433448
4.8  0.608871 0.414698
4.86667  0.638685 0.39543
4.93333  0.666935 0.375836
5  0.693601 0.3561
5.06667  0.718678 0.33639
5.13333  0.742179 0.316861
5.2  0.764049 0.297733
5.26667  0.784492 0.278958
5.33333  0.803468 0.260723
5.4  0.821031 0.243112
5.46667  0.837244 0.226193
5.53333  0.852125 0.210081
5.6  0.865842 0.194683
5.66667  0.878415 0.180087
5.73333  0.889916 0.166305
5.8  0.900417 0.153337
5.86667  0.909962 0.141221
5.93333  0.918674 0.129847
6  0.926591 0.11924
6.06667  0.933776 0.109374
6.13333  0.940273 0.100252
6.2  0.946172 0.091772
6.26667  0.951509 0.0839344
6.33333  0.956333 0.0767034
6.4  0.960679 0.0700659
6.46667  0.964612 0.0639383
6.53333  0.96816 0.05831
6.6  0.971359 0.0531465
6.66667  0.974235 0.0484309
6.73333  0.976832 0.0440982
6.8  0.97917 0.0401355
6.86667  0.981275 0.0365143
6.93333  0.983165 0.0332185
7  0.98487 0.0302004
7.06667  0.986403 0.0274481
7.13333  0.987779 0.0249475
7.2  0.989019 0.0226619
7.26667  0.990133 0.0205808
7.33333  0.991136 0.0186868
7.4  0.992035 0.0169692
7.46667  0.992844 0.0154018
7.53333  0.993572 0.0139769
7.6  0.994226 0.0126818
7.66667  0.994812 0.0115088
7.73333  0.99534 0.0104396
7.8  0.995814 0.00946866
7.86667  0.996241 0.00858703
7.93333  0.996623 0.00778913
8  0.996967 0.00706252
8.06667  0.997276 0.00640312
8.13333  0.997553 0.00580656
8.2  0.997802 0.0052636
