5 0.060547
5.20897 0.0627588
5.42667 0.0653041
5.65346 0.0680102
5.88974 0.0707838
6.13589 0.0735066
6.39233 0.0759297
6.65948 0.0778187
6.93781 0.0791825
7.22776 0.0799549
7.52983 0.0800485
7.84452 0.079732
8.17237 0.0790966
8.51392 0.0784413
8.86975 0.0779627
9.24044 0.0778645
9.62663 0.0782316
10.029 0.0790658
10.4481 0.0802245
10.8848 0.0814417
11.3397 0.0825098
11.8136 0.0830322
12.3073 0.0828572
12.8217 0.0818086
13.3575 0.0799575
13.9158 0.0773753
14.4974 0.0743676
15.1033 0.0711831
15.7345 0.0681367
16.3921 0.0653998
17.0771 0.0630898
17.7909 0.061323
18.5344 0.059958
19.309 0.0589851
20.116 0.0581841
20.9567 0.0574249
21.8325 0.056619
22.745 0.0556289
23.6956 0.054351
24.6859 0.0530443
25.7176 0.0513332
26.7924 0.0497811
27.9122 0.0482323
29.0787 0.0466944
30.294 0.0451395
31.5601 0.0436207
32.8791 0.04237
34.2532 0.0411478
35.6847 0.0400768
37.1761 0.0390382
38.7298 0.0382759
40.3485 0.0374646
42.0348 0.0366875
43.7915 0.0360903
45.6217 0.0356821
47.5284 0.0353736
49.5148 0.0351292
51.5841 0.0349274
53.74 0.0348143
55.986 0.0348154
58.3258 0.0349383
60.7634 0.0351188
63.3029 0.0353715
65.9486 0.0356181
68.7048 0.0359596
71.5761 0.0362944
74.5675 0.0366836
77.684 0.0371073
80.9306 0.0375466
84.313 0.0378956
87.8367 0.0383774
91.5076 0.0385497
95.332 0.0382195
99.3163 0.0387741
103.467 0.0396222
107.791 0.0398129
112.296 0.0399289
116.989 0.0404153
121.879 0.0409927
126.972 0.0412934
132.279 0.0415611
137.807 0.042023
143.567 0.0422862
149.567 0.0426843
155.818 0.0430075
162.33 0.0436011
169.114 0.0442731
176.182 0.0449658
183.545 0.0460279
191.216 0.0475312
199.208 0.0493096
207.533 0.0516244
216.207 0.054519
225.243 0.0579936
234.656 0.0623189
244.463 0.0670956
254.68 0.0723705
265.324 0.0776597
276.413 0.0826529
287.965 0.0868745
