15.65 -1
Lombardi et al, Nucl. Phys. A188, 103 (1972) from plot
27 X
   55.46     0.868     0.011            
   59.52     0.784     0.009            
   63.57     0.596     0.008            
   67.62     0.509     0.008  
135.1 1
Nadasen at el Phys Rev C 23, 1023 (1981)_______  from plot
43 X
8.28 2041 -10.
10.57 1222.9 -10.
12.27 791.46 -10.
15.11 153.78 -10.
17.01 76.71 -10.
18.91 22.77 -10.
20.88 15.38 -10.
23.04 20.043 -10.
25.14 20.15 -10.
27.31 17.33 -10.
29.61 11.26 -10.
31.58 6.582 -10.
33.08 4.126 -10.
35.18 2.70 -10.
37.18 1.656 -10.
39.32 1.495 -10.
41.62 1.135 -10.
43.39 .832  -10.
45.69 .549 -10.
47.45 .357 -10.
49.49 .266 -10.
51.57 .211 -10.
53.89 .174 -10.
55.85 .139 -10.
57.82 .0966 -10.
60.00 .060 -10.
61.76 .02088 -10.
63.73 .0187 -10.
65.83 .01125 -10.
68.19 .00846 -10.
69.96 .00908 -10.
72.26 .00819 -10.
74.03 .00747 -10.
76.33 .00548 -10
78.37 .00421 -10.
80.14 .00231 -10.
82.43 .001188 -10.
84.08 .000526 -10.
86.18 .000261 -12.
87.81 .000250 -12.
89.65 .000223 -12.
92.08 .000402 -11.
94.11 .000487 -10.
0 A
152. 1
Rolland Nucl Phys 80 625 (1966) __________ from DataThief  **appended
28 X
7.8125 1383.875 -7.0
10.5495 874.2024 -7.0
13.0247 304.5476 -7.0
15.7109 90.0946 -7.0
17.5555 22.9565 -7.0
18.24 17.8352 -7.0
19.4509 12.8677 -7.0
20.7134 14.5057 -7.0
21.9231 17.6141 -7.0
23.2384 17.6292 -7.0
25.8698 13.3118 -7.0
28.5542 8.4089 -7.0
29.7651 5.802 -7.0
31.0288 3.9444 -7.0
33.6086 1.823 -7.0
36.0826 1.1344 -7.0
37.8198 0.7601 -7.0
41.2932 0.5252 -7.0
46.4514 0.2127 -7.0
49.1357 0.1405 -7.0
51.4514 0.1061 -7.0
54.0302 0.0755 -7.0
56.82 0.0436 -7.0
61.769 0.0106 -7.0
64.2952 7.9189e-3 -7.0
67.1891 7.3651e-3 -7.0
68.9256 6.845e-3 -7.0
70.715 5.4015e-3 -7.0
18 A
5.2856 0.3161 0.0258
10.3686 0.5353 0.031
15.5481 0.8631 0.0284
17.763 0.7802 0.031
19.4351 0.2452 0.0439
20.7617 0.0926 0.0388
22.0205 0.1313 0.0491
25.8238 0.5754 0.0465
29.6373 0.8904 0.0207
31.057 0.8903 0.0594
36.2608 0.2438 0.0491
38.8498 0.0834 0.0672
41.2385 0.4631 0.062
46.5542 1.0647 0.0956
51.5316 0.6225 0.0982
53.9743 0.3173 0.093
57.0833 0.2318 0.1215
61.6895 0.495 0.1576
160. -1
Roos Phys Rev 140 B1237 (1965) __________ from DataThief  ** appended
31 X
6.4712 2134.94 -7.0
7.5559 1790.08 -7.0
8.5175 1515.07 -7.0
9.5165 1237.74 -7.0
10.433 988.56 -7.0
11.6224 635.64 -7.0
12.5729 447.18 -7.0
13.6388 277.44 -7.0
14.6231 167.99 -7.0
15.6442 93.513 -7.0
16.665 52.676 -7.0
17.7685 32.809 -7.0
18.718 24.851 -7.0
19.7904 21.046 -7.0
20.7477 20.7936 -7.0
21.8272 22.486 -7.0
22.7056 23.172 -7.0
23.8596 21.606 -7.0
24.7742 20.221 -7.0
25.8048 16.942 -7.0
26.9536 13.738 -7.0
27.9815 10.749 -7.0
28.9681 8.051 -7.0
30.5023 4.4372 -7.0
32.437 2.670 -7.0
34.7303 1.6535 -7.0
36.6329 1.3085 -7.0
38.7695 .90211 -7.0
40.8283 .66648 -7.0
43.7958 .41182 -7.0
47.0028 .26730 -7.0
0 A
160. 1
Schwandt Phys Rev C 26 55 (1982) ___________ from DataThief  ** appended
0 X
18 A
5.0456 0.3169 0.0333
10.0032 0.5456 0.0238
15.048 0.8791 0.0238
16.9838 0.7982 0.0381
18.8493 0.2459 0.0381
19.8683 0.0936 0.0238
21.247 0.1222 0.0429
24.7217 0.589 0.0429
28.4791 0.9082 0.0333
29.7674 0.9035 0.0476
34.5817 0.2465 0.0429
37.073 0.0895 0.0619
39.6314 0.4753 0.0667
44.4795 1.085 0.0905
49.1926 0.628 0.119
51.6909 0.3186 0.1095
53.9945 0.2425 0.1381
58.9502 0.5141 0.1667
160. 1
Nadasen Phys Rev C 23 1023 (1981) ______________ from DataThief  **appended
43 X
7.9076 1677.79 -7.0
9.5543 1135. -7.0
11.3061 700.98 -7.0
12.9415 365.793 -7.0
14.0271 202.541 -7.0
15.8697 68.816 -7.0
17.1658 27.534 -7.0
19.125 13.678 -7.0
20.4449 15.607 -7.0
22.0938 18.189 -7.0
23.5206 19.20 -7.0
24.9422 16.490 -7.0
27.3427 10.594 -7.0
28.8648 6.432 -7.0
31.0413 3.520 -7.0
32.9998 2.0489 -7.0
35.1805 1.384 -7.0
37.1439 1.0187 -7.0
39.543 .6932 -7.0
41.3938 .4579 -7.0
43.4645 .3189 -7.0
45.6463 .2404 -7.0
47.72 .19358 -7.0
49.6823 .14412 -7.0
51.8611 .09816 -7.0
53.8177 .05837 -7.0
55.8797 .02958 -7.0
57.7234 .01528 -7.0
59.9003 .009863 -7.0
61.8671 .0092019 -7.0
63.7243 .0085212 -7.0
65.9099 .0080421 -7.0
68.089 .0058261 -7.0
69.7188 .0037876 -7.0
72.2173 .0019227 -7.0
74.056 .0008329 -7.0
76.3286 .00031334 -7.0
78.1707 .00023321 -7.0
80.0385 .00023484 -7.0
81.9032 .00030827 -7.0
84.2002 .00032945 -7.0
85.8371 .00029506 -7.0
88.2396 .00026978 -7.0
0 A
175. -1
Hillman Nucl. Phys. 4 648 (1957) ____________ from DataThief  **appended
0 X
14 A
6.5359 0.5342 0.0486
9.6807 0.6373 0.0389
14.7253 0.939 0.0311
17.651 0.3243 0.0759
18.7408 0.2231 0.0856
19.0914 0.1726 0.0817
19.7516 0.1881 0.0545
20.6796 0.4119 0.0875
21.6857 0.6181 0.0837
23.7445 0.6357 0.0642
26.7318 0.8478 0.0875
29.6079 0.7856 0.1517
34.5219 -0.189 0.356
39.5921 0.7975 0.5195
179.5 -1
Johansson Arkiv Fysik 19 541 (1961) __________ from table  **appended
7 X
45.30 .198 .018
57.82 .1031 .0034
50.31 .0475 .0022
52.81 .0220 .0014
55.31 .01314 .00089
57.81 .0127 .0012
60.31 .0102 .0013
0 A
181. 1
Schwandt Phys Rev C 26 55 (1982) ___________ from DataThief  **appended
0 X
47 A
1.9299 -0.0123 0.05610
3.0309 0.02 0.05140
4.3137 0.0944 0.03270
5.2266 0.2203 0.03740
7.2331 0.5421 0.03740
7.7809 0.6166 0.03740
9.2489 0.6582 0.03270
10.1683 0.6439 0.03270
11.0821 0.7511 0.03270
12.638 0.8814 0.0280
14.1032 0.9838 0.0149
15.4835 0.9366 0.03740
15.5781 0.8758 0.03270
16.9816 0.3239 0.03270
18.3599 0.3188 0.07940
18.4735 -0.1532 0.03270
19.2829 0.2251 0.09350
20.484 0.0798 0.0149
21.1114 0.4207 0.09810
21.7558 0.3925 0.03270
22.2047 0.6213 0.07010
23.4866 0.7144 0.02340
24.4088 0.6393 0.07010
25.4988 0.91 0.0280
27.1558 0.8393 0.05610
27.7027 0.9326 0.03740
29.4614 0.647 0.03270
30.1904 0.7776 0.14970
31.6883 0.1697 0.0280
33.7203 -0.0646 0.0280
35.38 -0.196 0.36450
35.9193 0.0655 0.03740
37.5507 0.5509 0.03270
39.6496 0.8587 0.03270
40.2034 0.8024 0.49540
41.7606 0.9047 0.03270
43.7884 0.7592 0.03270
45.73 0.4922 0.03270
47.856 0.2112 0.02340
49.8908 -0.0839 0.03740
51.8264 -0.22 0.03270
53.8313 0.1345 0.0280
55.5528 0.6573 0.03270
57.6569 0.8528 0.02340
59.951 0.9128 0.03740
61.9735 0.8842 0.01870
63.7198 0.8696 0.03270
181. 1
Nadasen Phys Rev C 23 1023 (1981) _________ from DataThief  **appended
27 X
7.8769 1739.21 -7.0
10.3824 836.97 -7.0
13.0123 260.54 -7.0
14.3323 125.79 -7.0
15.4414 47.847 -7.0
16.983 20.526 -7.0
18.2922 17.024 -7.0
19.5956 18.512 -7.0
20.7889 21.590 -7.0
21.8751 21.698 -7.0
23.4052 18.405 -7.0
24.6073 15.326 -7.0
25.7039 11.211 -7.0
28.5551 5.0932 -7.0
31.0776 2.5914 -7.0
33.7094 1.3377 -7.0
36.4468 .81803 -7.0
39.1835 .52825 -7.0
41.8087 .38617 -7.0
43.9996 .31429 -7.0
46.5184 .17639 -7.0
49.152 .093960 -7.0
51.6804 .043023 -7.0
54.3182 .01976 -7.0
56.8351 .014942 -7.0
59.242 .012146 -7.0
61.8672 .0095001 -7.0
0 A
181.5 -1
Johansson Arkiv Fysik 19 541 (1961) ______________ from table  **appended
22 X
5.32 3120. 110.
7.81 1815. 46.
10.33 807. 15.
12.80 280.9 4.8
14.08 132.0 4.2
15.33 56.6 1.6
16.58 28.53 .54
17.79 19.51 .39
19.06 19.95 .40
20.30 23.2 1.0
21.56 25.07 .48
22.82 20.78 .37
24.06 16.69 .53
25.32 11.84 .19
27.81 5.92 .11
30.31 2.848 .097
32.80 1.412 .034
35.30 .858 .018
37.81 .588 .017
40.33 .438 .016
42.83 .297 .013
45.31 .1942 .0074
0 A
200. 1
Murdock Phys Rev C 35 1442 (1987) _________________ from DataThief
28 X
9.2844 1092.9331 -7.0
10.3717 715.3657 -7.0
12.1504 401.4133 -7.0
13.3403 126.2476 -7.0
15.9136 25.4961 -7.0
18.6764 21.8795 -7.0
22.0297 24.6037 -7.0
24.0041 18.44 -7.0
25.6851 8.6978 -7.0
27.1672 5.4787 -7.0
28.5512 3.1335 -7.0
30.1323 1.8629 -7.0
32.1084 1.0254 -7.0
33.59 0.7113 -7.0
35.4657 0.5435 -7.0
37.4397 0.44 -7.0
40.5985 0.2883 -7.0
42.8692 0.2039 -7.0
43.9559 0.1499 -7.0
45.4381 0.0926 -7.0
47.611 0.0561 -7.0
47.8106 0.036 -7.0
49.3917 0.0214 -7.0
51.1694 0.0146 -7.0
53.143 0.0127 -7.0
54.6226 0.0128 -7.0
55.6101 0.0105 -7.0
59.2623 6.7641e-3 -7.0
71 A
9.6132 0.7134 0.0483
10.4816 0.7869 0.0294
11.4368 0.8667 0.0336
12.3918 0.9443 0.0294
13.6043 1.0094 0.0126
14.3772 0.9759 0.0252
15.557 0.6611 0.0714
16.8565 -0.2643 0.0399
18.1513 -0.2454 0.042
18.3396 -0.0607 0.0357
19.4739 0.0967 0.0588
19.6519 0.1618 0.
19.7433 0.2226 0.0483
20.0076 0.2877 0.0483
20.7086 0.4199 0.0567
21.9414 0.7201 0.0378
22.0327 0.7788 0.0462
22.9014 0.8565 0.0441
23.4241 0.9195 0.0567
24.4615 0.9531 0.0588
25.4117 0.9762 0.0504
26.8731 0.928 0.0567
27.8107 0.8042 0.0525
28.312 0.6195 0.0378
28.8209 0.523 0.0357
29.2381 0.3614 0.0504
29.8281 0.2061 0.0525
30.2494 0.0928 0.0483
31.0148 -0.0289 0.0504
31.2603 -0.18 0.0504
32.3825 -0.1631 0.0399
33.6808 -0.1022 0.0651
34.2059 -0.012 0.0462
35.1711 0.1853 0.0798
35.6234 0.4309 0.1091
36.3257 0.5778 0.1028
36.6864 0.7625 0.0944
37.2093 0.8276 0.0609
37.6492 0.9304 0.063
38.0891 1.0333 0.0651
38.9495 1.0144 0.0692
40.2426 1.0144 0.0861
40.4982 0.9788 0.0797
41.3485 0.8424 0.0755
41.8576 0.7479 0.0672
43.2331 0.7039 0.0462
43.4751 0.5109 0.0819
43.8128 0.429 0.0776
44.7517 0.3199 0.0609
45.0886 0.2276 0.0504
45.6814 0.1038 0.063
46.6994 -0.0872 0.063
47.215 -0.106 0.0504
47.6361 -0.2214 0.0504
47.9784 -0.2508 0.0483
48.8347 -0.3179 0.0273
49.4425 -0.2676 0.0378
50.0508 -0.2109 0.042
50.6591 -0.1542 0.063
50.7489 -0.1122 0.0441
51.2794 0.041 0.0315
51.2011 0.1333 0.0462
51.4793 0.36 0.0462
52.2586 0.3999 0.0399
52.529 0.5363 0.0777
53.4937 0.7273 0.0692
53.8456 0.8092 0.0441
54.5374 0.8344 0.042
55.4921 0.9079 0.0483
59.5398 0.8618 0.0965
63.4056 0.7045 0.155
-1 -1
