133
0.35 986.001 986.499 -0 984.039 2.46052 986.489
0.55 846.408 847.409 -0 845.325 2.08395 847.399
0.75 1083.39 1086.37 -0 1083.79 2.58638 1086.36
0.95 1632.35 1633.57 -0 1629.75 3.82269 1633.56
1.15 2086.19 2088.02 -0 2083.09 4.92764 2088.01
1.35 2084.49 2084.82 -0 2079.79 5.03735 2084.81
1.55 1896.11 1895.92 -0 1891.21 4.71457 1895.91
1.75 1729.95 1729.76 -0 1725.32 4.43256 1729.74
1.95 1605.16 1605.04 -0 1600.8 4.24177 1605.03
2.15 1504.39 1504.3 -0 1500.19 4.10413 1504.28
2.35 1418.9 1418.82 -0 1414.82 3.99988 1418.81
2.55 1347.3 1347.22 -0 1343.29 3.92687 1347.2
2.75 1289.83 1289.78 -0 1285.9 3.88772 1289.77
2.95 1246.38 1246.37 -0 1242.48 3.88431 1246.35
3.15 1216.26 1216.21 -0 1212.29 3.91705 1216.19
3.35 1198.26 1198.24 -0 1194.26 3.98553 1198.22
3.55 1191.29 1191.28 -0 1187.19 4.08904 1191.26
3.75 1194.09 1194.09 -0 1189.87 4.22669 1194.07
3.95 1205.31 1205.32 -0 1200.92 4.39734 1205.3
4.15 1223.38 1223.42 -0 1218.82 4.59932 1223.39
4.35 1246.53 1246.6 -0 1241.77 4.83015 1246.58
4.55 1272.84 1272.9 -0 1267.81 5.08647 1272.88
4.75 1300.24 1300.32 -0 1294.95 5.36424 1300.3
4.95 1327 1327.04 -0 1321.38 5.65917 1327.02
5.15 1351.57 1351.62 -0 1345.66 5.96724 1351.6
5.35 1373.06 1373.12 -0 1366.84 6.28521 1373.1
5.55 1391.01 1391.08 -0 1384.47 6.61085 1391.06
5.75 1405.39 1405.48 -0 1398.54 6.943 1405.46
5.95 1416.46 1416.57 -0 1409.29 7.28137 1416.55
6.15 1424.66 1424.79 -0 1417.16 7.62639 1424.77
6.35 1430.51 1430.64 -0 1422.66 7.97894 1430.61
6.55 1434.5 1434.62 -0 1426.28 8.34016 1434.6
6.75 1437.05 1437.21 -0 1428.5 8.71137 1437.19
6.95 1438.65 1438.81 -0 1429.72 9.09392 1438.79
7.15 1439.61 1439.78 -0 1430.29 9.48916 1439.75
7.35 1440.28 1440.38 -0 1430.49 9.89842 1440.36
7.55 1440.76 1440.86 -0 1430.54 10.323 1440.84
7.75 1441.27 1441.39 -0 1430.62 10.7641 1441.36
7.95 1441.95 1442.08 -0 1430.85 11.2228 1442.05
8.15 1442.88 1443.02 -0 1431.32 11.7002 1442.99
8.35 1444.12 1444.25 -0 1432.05 12.1972 1444.22
8.55 1445.66 1445.79 -0 1433.07 12.7148 1445.76
8.75 1447.49 1447.62 -0 1434.37 13.2535 1447.6
8.95 1449.57 1449.72 -0 1435.9 13.814 1449.69
9.15 1451.87 1452.01 -0 1437.61 14.3968 1451.98
9.35 1454.29 1454.44 -0 1439.44 15.0022 1454.41
9.55 1456.78 1456.93 -0 1441.3 15.6304 1456.9
9.75 1459.21 1459.4 -0 1443.12 16.2816 1459.37
9.95 1461.6 1461.76 -0 1444.81 16.9557 1461.74
10.15 1463.86 1463.95 -0 1446.3 17.6526 1463.93
10.35 1465.77 1465.89 -0 1447.52 18.3722 1465.86
10.55 1467.39 1467.51 -0 1448.4 19.1142 1467.48
10.75 1468.66 1468.76 -0 1448.89 19.8784 1468.74
10.95 1469.5 1469.61 -0 1448.95 20.6644 1469.58
11.15 1469.91 1470.02 -0 1448.55 21.4721 1469.99
11.35 1469.86 1469.97 -0 1447.67 22.3011 1469.94
11.55 1469.34 1469.45 -0 1446.3 23.1513 1469.43
