0 9.83947 1.3455 46.6224 1.27409 0.62138 8.1181 0.954142 0.539988 0 1.23382 0.0216587 7.59055 0 0.956976 0.675311 
1 0.779879 1.3455 50.3464 1.1106 0.766547 8.91693 0.983968 0.539988 0 1.23382 0.0216587 20.8063 0 1.32953 0.675311 
2 3.13873 1.3455 49.3205 1.21544 0.589683 6.1358 1.09225 0.539988 0 1.23382 0.0216587 5.54127 0 0.932026 0.675311 
3 4.01103 1.3455 51.8869 1.16789 0.664332 6.48384 1.32429 0.539988 0 1.23382 0.0216587 4.77662 0 0.785106 0.675311 
4 5.8582 1.3455 38.8596 1.39047 0.858746 8.30769 1.18877 0.539988 0 1.23382 0.0216587 19.2791 0 1.32076 0.675311 
5 6.76966 1.3455 37.0864 1.36868 0.653307 7.71209 1.16613 0.539988 0 1.23382 0.0216587 17.9862 0 1.18463 0.675311 
6 1.99184 1.3455 49.7494 1.11285 0.814443 8.93684 1.18629 0.539988 0 1.23382 0.0216587 4.33229 0 1.36787 0.675311 
7 1.96569 1.3455 36.806 1.31589 0.586998 7.99797 1.18672 0.539988 0 1.23382 0.0216587 15.3519 0 1.14305 0.675311 
8 1.80456 1.3455 47.6425 1.17487 0.865091 10.0512 1.17845 0.539988 0 1.23382 0.0216587 10.6243 0 1.3371 0.675311 
9 1.18584 1.3455 48.4704 1.12466 0.800182 10.898 1.10037 0.539988 0 1.23382 0.0216587 6.67014 0 1.36576 0.675311 
