0.10975 -2.38726e+12 5.974e+24 3.50658e+16
0.1695 1.20412e+14 -9.75385e+22 3.02943e+19
0.22925 1.08396e+17 4.23386e+20 3.47334e+20
0.289 1.45667e+18 4.44407e+20 2.4574e+21
0.34875 1.1578e+19 1.0484e+22 1.24867e+22
0.4085 6.62778e+19 4.33567e+22 4.9516e+22
0.46825 2.97753e+20 1.48364e+23 1.63863e+23
0.528 1.11423e+21 4.35736e+23 4.71388e+23
0.58775 3.61359e+21 1.13782e+24 1.21314e+24
0.6475 1.04439e+22 2.70266e+24 2.85131e+24
0.70725 2.74536e+22 5.9378e+24 6.21532e+24
0.767 6.66524e+22 1.22191e+25 1.27135e+25
0.82675 1.51239e+23 2.3782e+25 2.46285e+25
0.8865 3.23751e+23 4.41144e+25 4.55138e+25
0.94625 6.58751e+23 7.84704e+25 8.07125e+25
1.006 1.2819e+24 1.34525e+26 1.38016e+26
1.06575 2.39777e+24 2.23185e+26 2.2848e+26
1.1255 4.32933e+24 3.59581e+26 3.67415e+26
1.18525 7.57259e+24 5.64244e+26 5.75568e+26
1.245 1.28707e+25 8.64485e+26 8.80492e+26
1.30475 2.13121e+25 1.29597e+27 1.31813e+27
1.3645 3.44594e+25 1.90454e+27 1.93458e+27
1.42425 5.45133e+25 2.74814e+27 2.78809e+27
1.484 8.45208e+25 3.89908e+27 3.95124e+27
1.54375 1.28634e+26 5.44631e+27 5.51321e+27
1.6035 1.92431e+26 7.49797e+27 7.58236e+27
1.66325 2.83296e+26 1.0184e+28 1.02888e+28
1.723 4.10894e+26 1.36587e+28 1.3787e+28
1.78275 5.87711e+26 1.81039e+28 1.82586e+28
1.8425 8.29713e+26 2.37309e+28 2.39153e+28
1.90225 1.15709e+27 3.07841e+28 3.10012e+28
1.962 1.59515e+27 3.95426e+28 3.97957e+28
2.02175 2.17528e+27 5.03234e+28 5.06157e+28
2.0815 2.93611e+27 6.3483e+28 6.38178e+28
2.14125 3.92478e+27 7.94196e+28 7.98004e+28
2.201 5.19833e+27 9.85746e+28 9.90051e+28
2.26075 6.82535e+27 1.21433e+29 1.21918e+29
2.3205 8.88761e+27 1.48527e+29 1.4907e+29
2.38025 1.14821e+28 1.80431e+29 1.81037e+29
2.44 1.47228e+28 2.17767e+29 2.18441e+29
2.49975 1.87434e+28 2.61199e+29 2.61948e+29
2.5595 2.36992e+28 3.11434e+29 3.12264e+29
2.61925 2.97698e+28 3.69221e+29 3.70138e+29
2.679 3.71618e+28 4.35343e+29 4.36354e+29
2.73875 4.61116e+28 5.10617e+29 5.1173e+29
2.7985 5.68884e+28 5.95889e+29 5.9711e+29
2.85825 6.97968e+28 6.92024e+29 6.93359e+29
2.918 8.51806e+28 7.99902e+29 8.01357e+29
2.97775 1.03425e+29 9.20408e+29 9.21987e+29
3.0375 1.24961e+29 1.05442e+30 1.05613e+30
3.09725 1.50268e+29 1.2028e+30 1.20464e+30
3.157 1.79875e+29 1.36638e+30 1.36834e+30
3.21675 2.14368e+29 1.54593e+30 1.54802e+30
3.2765 2.54387e+29 1.74218e+30 1.74439e+30
3.33625 3.00633e+29 1.95574e+30 1.95807e+30
3.396 3.5387e+29 2.18716e+30 2.18959e+30
3.45575 4.14924e+29 2.43682e+30 2.43935e+30
3.5155 4.84687e+29 2.70499e+30 2.70758e+30
3.57525 5.64115e+29 2.99173e+30 2.99438e+30
3.635 6.54234e+29 3.29693e+30 3.29962e+30
3.69475 7.56133e+29 3.62028e+30 3.62298e+30
3.7545 8.70966e+29 3.96122e+30 3.9639e+30
3.81425 9.9995e+29 4.31895e+30 4.32158e+30
3.874 1.14436e+30 4.69242e+30 4.69496e+30
3.93375 1.30554e+30 5.08029e+30 5.08273e+30
3.9935 1.48486e+30 5.48098e+30 5.48327e+30
4.05325 1.68375e+30 5.8926e+30 5.89471e+30
4.113 1.90369e+30 6.313e+30 6.3149e+30
4.17275 2.14618e+30 6.73975e+30 6.74141e+30
4.2325 2.41273e+30 7.17017e+30 7.17154e+30
4.29225 2.70488e+30 7.60128e+30 7.60235e+30
4.352 3.02418e+30 8.02988e+30 8.03061e+30
4.41175 3.37214e+30 8.45251e+30 8.45288e+30
4.4715 3.75028e+30 8.86548e+30 8.86546e+30
4.53125 4.16008e+30 9.26486e+30 9.26443e+30
4.591 4.60294e+30 9.64654e+30 9.64569e+30
4.65075 5.08025e+30 1.00064e+31 1.00052e+31
4.7105 5.59327e+30 1.03407e+31 1.0339e+31
4.77025 6.1432e+30 1.06448e+31 1.06426e+31
4.83 6.73113e+30 1.09142e+31 1.09115e+31
4.88975 7.35801e+30 1.11441e+31 1.1141e+31
4.9495 8.02467e+30 1.13299e+31 1.13263e+31
5.00925 8.73176e+30 1.14666e+31 1.14625e+31
5.069 9.47977e+30 1.15493e+31 1.15447e+31
5.12875 1.0269e+31 1.1573e+31 1.1568e+31
5.1885 1.10995e+31 1.15329e+31 1.15274e+31
5.24825 1.19712e+31 1.14242e+31 1.14182e+31
5.308 1.28837e+31 1.1242e+31 1.12356e+31
5.36775 1.38362e+31 1.09817e+31 1.09749e+31
5.4275 1.4828e+31 1.06391e+31 1.06319e+31
5.48725 1.58576e+31 1.02099e+31 1.02024e+31
5.547 1.69238e+31 9.69033e+30 9.68248e+30
5.60675 1.80245e+31 9.07699e+30 9.06886e+30
5.6665 1.91575e+31 8.36685e+30 8.3585e+30
5.72625 2.03204e+31 7.55745e+30 7.54892e+30
5.786 2.15103e+31 6.64686e+30 6.63821e+30
5.84575 2.27238e+31 5.63382e+30 5.62511e+30
