16.8 1
US RAW
8 X
40.92   44.3786  -7.82
61.24   53.0539  -6.48
101.41  19.35    -4.49
111.35  11.3877  -4.10
116.3   7.95     -7.66
121.24  5.24094  -8.42
131.1   3.85642  -6.78
136.01  4.18115  -8.83
0 A
-1 -1
