5 0.087152
5.20897 0.0850605
5.42667 0.0833217
5.65346 0.082024
5.88974 0.0809998
6.13589 0.0800809
6.39233 0.0791232
6.65948 0.0778712
6.93781 0.0760899
7.22776 0.0736527
7.52983 0.0705274
7.84452 0.0668657
8.17237 0.0626194
8.51392 0.0580446
8.86975 0.0535913
9.24044 0.0494824
9.62663 0.0459915
10.029 0.0433611
10.4481 0.0417584
10.8848 0.0409316
11.3397 0.0408555
11.8136 0.0411367
12.3073 0.0412833
12.8217 0.0408482
13.3575 0.0394816
13.9158 0.0372066
14.4974 0.0341592
15.1033 0.0305638
15.7345 0.0259775
16.3921 0.0223749
17.0771 0.0195062
17.7909 0.0176304
18.5344 0.0167663
19.309 0.0169373
20.116 0.018091
20.9567 0.0199337
21.8325 0.0222623
22.745 0.0247394
23.6956 0.0270873
24.6859 0.0292115
25.7176 0.0310449
26.7924 0.0327106
27.9122 0.0343702
29.0787 0.0358717
30.294 0.0374127
31.5601 0.0390747
32.8791 0.0408779
34.2532 0.0425152
35.6847 0.0443014
37.1761 0.0459143
38.7298 0.0475171
40.3485 0.048963
42.0348 0.0501826
43.7915 0.0512858
45.6217 0.052286
47.5284 0.0530549
49.5148 0.0536928
51.5841 0.0541115
53.74 0.0543899
55.986 0.054614
58.3258 0.0546817
60.7634 0.0546345
63.3029 0.0544505
65.9486 0.0542206
68.7048 0.0538831
71.5761 0.0534318
74.5675 0.0529723
77.684 0.0524578
80.9306 0.0517917
84.313 0.0511673
87.8367 0.0505859
91.5076 0.049868
95.332 0.0490272
99.3163 0.0487151
103.467 0.0478666
107.791 0.047739
112.296 0.0471622
116.989 0.0467342
121.879 0.0463972
126.972 0.0459356
132.279 0.0455816
137.807 0.0454844
143.567 0.0453632
149.567 0.0455766
155.818 0.0456231
162.33 0.0457511
169.114 0.0458323
176.182 0.0461801
183.545 0.0463971
191.216 0.0468694
199.208 0.0471894
207.533 0.0476485
216.207 0.0481402
225.243 0.0485908
234.656 0.0489479
244.463 0.0493581
254.68 0.049655
265.324 0.0501031
276.413 0.0503824
287.965 0.0505962
