5 0.070652
5.20897 0.0690104
5.42667 0.0677895
5.65346 0.0669398
5.88974 0.0664345
6.13589 0.0661331
6.39233 0.065928
6.65948 0.0655933
6.93781 0.064882
7.22776 0.0635688
7.52983 0.0616988
7.84452 0.0591526
8.17237 0.0560024
8.51392 0.0525986
8.86975 0.0490755
9.24044 0.0457597
9.62663 0.0428513
10.029 0.0407238
10.4481 0.039427
10.8848 0.038716
11.3397 0.0386864
11.8136 0.0388505
12.3073 0.0388878
12.8217 0.0383404
13.3575 0.0369962
13.9158 0.0347834
14.4974 0.0318126
15.1033 0.0282942
15.7345 0.0233626
16.3921 0.019845
17.0771 0.0170505
17.7909 0.015123
18.5344 0.0141549
19.309 0.0143046
20.116 0.0152969
20.9567 0.0172302
21.8325 0.0196226
22.745 0.0220275
23.6956 0.0246572
24.6859 0.0267989
25.7176 0.0287702
26.7924 0.0303247
27.9122 0.0319917
29.0787 0.0333993
30.294 0.0348563
31.5601 0.0365345
32.8791 0.0383601
34.2532 0.0401219
35.6847 0.042072
37.1761 0.0439578
38.7298 0.0459931
40.3485 0.0477807
42.0348 0.0493101
43.7915 0.0509923
45.6217 0.0523034
47.5284 0.0536266
49.5148 0.0548231
51.5841 0.0557383
53.74 0.0565983
55.986 0.0573712
58.3258 0.0580315
60.7634 0.0585027
63.3029 0.0589619
65.9486 0.0592738
68.7048 0.0595068
71.5761 0.0596325
74.5675 0.0595974
77.684 0.0594937
80.9306 0.059279
84.313 0.059178
87.8367 0.0589864
91.5076 0.0584992
95.332 0.0574788
99.3163 0.0573562
103.467 0.0570124
107.791 0.0566981
112.296 0.0562234
116.989 0.0558509
121.879 0.0555242
126.972 0.0549673
132.279 0.0543336
137.807 0.0539218
143.567 0.0538319
149.567 0.0533592
155.818 0.0527583
162.33 0.0524252
169.114 0.0521002
176.182 0.051586
183.545 0.0513156
191.216 0.0510513
199.208 0.0505564
207.533 0.0502895
216.207 0.0498659
225.243 0.0495256
234.656 0.0492399
244.463 0.0489317
254.68 0.0485065
265.324 0.0477621
276.413 0.047668
287.965 0.0474915
