11.9 1
US RAW 2
12 X
46.01   38.2754  -4.6
51.1    43.98    -4.0
56.17   40.65    -4.6
61.24   47.9815  -11.9
66.3    32.3814  -4.3
86.43   13.9102  -5.7
91.35   19.2167  -4.6
101.41  27.031   -3.6
111.35  21.0176  -4.0
116.3   17.0528  -5.0
131.1   12.721   -7.3
140.92  10.7966  -5.0
0 A
-1 -1
