9.9 1244.13 1244.13 4.76693 2415.25 
11 1287.92 1287.92 2.16847 2341.13 
11.9 1027.8 1027.8 0.951645 1942.25 
13.9 1144.03 1144.03 0.282189 2071.79 
13.9 1443.46 1443.46 0.355725 2563.59 
16.9 1167.34 1167.34 0.0717253 2010.43 
19 1150.1 1150.1 0.0308479 2088.82 
20 1068.24 1068.24 0.0263104 1920.88 
21.7 1204.69 1204.69 0.0196024 2194.82 
25.5 1056.49 1056.49 0.0038571 2086.18 
