NEnergy= 34.6533   Entries 12
0    0.00608051  0.0159429   
1    0.0381      0.0174904   
2    0.0302516   0.0498914   
3    0.0598981   0.0454157   
4    0.0726196   0.0650242   
5    0.0833125   0.0839315   
6    0.0571455   0.124872    
7    0.107555    0.0316333   
8    0.0145242   0.0606829   
9    0.0356291   0           
10   0           0           
11   0           0           
NEnergy= 34.5533   Entries 12
0    0.00604067  0.0157117   
1    0.0380448   0.0173958   
2    0.0301969   0.0494577   
3    0.0594534   0.0451405   
4    0.0729269   0.0646815   
5    0.0838953   0.0845517   
6    0.0571499   0.126064    
7    0.109341    0.0309292   
8    0.0143276   0.0594701   
9    0.0352213   0           
10   0           0           
11   0           0           
NEnergy= 34.4533   Entries 12
0    0.00600714  0.0155212   
1    0.0381148   0.0173298   
2    0.030168    0.049175    
3    0.0591657   0.0448766   
4    0.0732718   0.0644224   
5    0.0844987   0.0851136   
6    0.0569645   0.127213    
7    0.110904    0.0301112   
8    0.0140681   0.0581533   
9    0.0349212   0           
10   0           0           
11   0           0           
NEnergy= 34.3533   Entries 12
0    0.00598166  0.0153805   
1    0.0383198   0.017296    
2    0.03017     0.0490639   
3    0.0590615   0.0446368   
4    0.0736589   0.064266    
5    0.0851154   0.0856136   
6    0.0565953   0.128281    
7    0.112144    0.0291954   
8    0.0137455   0.0567694   
9    0.0347053   0           
10   0           0           
11   0           0           
NEnergy= 34.2533   Entries 12
0    0.00596525  0.0152954   
1    0.0386609   0.0172951   
2    0.0302042   0.0491325   
3    0.0591523   0.0444309   
4    0.0740911   0.0642211   
5    0.0857365   0.0860559   
6    0.056062    0.129237    
7    0.112993    0.028204    
8    0.0133638   0.0553582   
9    0.0345406   0           
10   0           0           
11   0           0           
NEnergy= 34.1533   Entries 12
0    0.0059582   0.015268    
1    0.0391306   0.0173256   
2    0.0302691   0.0493764   
3    0.0594341   0.0442643   
4    0.0745679   0.0642864   
5    0.0863507   0.08645     
6    0.0553956   0.130059    
7    0.11342     0.0271638   
8    0.01293     0.0539611   
9    0.0343888   0           
10   0           0           
11   0           0           
NEnergy= 34.0533   Entries 12
0    0.00596026  0.0152964   
1    0.039714    0.017384    
2    0.0303604   0.0497797   
3    0.0598903   0.0441387   
4    0.0750854   0.0644532   
5    0.0869464   0.0868086   
6    0.0546344   0.130733    
7    0.113429    0.0261037   
8    0.0124541   0.052616    
9    0.0342122   0           
10   0           0           
11   0           0           
NEnergy= 33.9533   Entries 12
0    0.00597078  0.0153755   
1    0.0403897   0.0174657   
2    0.0304727   0.0503174   
3    0.0604941   0.0440526   
4    0.0756378   0.0647078   
5    0.087514    0.0871448   
6    0.0538198   0.131253    
7    0.113053    0.0250512   
8    0.0119473   0.051354    
9    0.0339789   0           
10   0           0           
11   0           0           
NEnergy= 33.8533   Entries 12
0    0.00598891  0.0154974   
1    0.0411316   0.0175662   
2    0.0306      0.0509579   
3    0.0612119   0.0440026   
4    0.0762175   0.065034    
5    0.0880477   0.0874705   
6    0.0529915   0.131622    
7    0.112344    0.0240311   
8    0.011421    0.0501972   
9    0.0336663   0           
10   0           0           
11   0           0           
NEnergy= 33.7533   Entries 12
0    0.00601364  0.0156525   
1    0.0419122   0.0176806   
2    0.0307354   0.0516666   
3    0.0620078   0.0439827   
4    0.0768146   0.0654175   
5    0.0885477   0.0877935   
6    0.0521848   0.13185     
7    0.111369    0.0230635   
8    0.0108859   0.0491593   
9    0.0332625   0           
10   0           0           
11   0           0           
NEnergy= 33.6533   Entries 12
0    0.00604409  0.0158298   
1    0.0427012   0.0178055   
2    0.0308733   0.0524062   
3    0.0628441   0.043987    
4    0.0774193   0.0658464   
5    0.089022    0.0881169   
6    0.0514278   0.131953    
7    0.110196    0.0221635   
8    0.0103512   0.0482455   
9    0.0327675   0           
10   0           0           
11   0           0           
NEnergy= 33.5533   Entries 12
0    0.00607926  0.0160177   
1    0.0434682   0.0179377   
2    0.0310065   0.0531403   
3    0.0636857   0.0440075   
4    0.0780191   0.0663166   
5    0.089491    0.0884357   
6    0.0507402   0.131957    
7    0.108889    0.0213405   
8    0.00982413  0.0474544   
9    0.0321895   0           
10   0           0           
11   0           0           
NEnergy= 33.4533   Entries 12
0    0.00611848  0.0162035   
1    0.0441791   0.0180763   
2    0.0311303   0.0538294   
3    0.064496    0.0440386   
4    0.078602    0.0668295   
5    0.0899861   0.0887379   
6    0.050133    0.131894    
7    0.107509    0.0206      
8    0.00930998  0.0467804   
9    0.0315464   0           
10   0           0           
11   0           0           
NEnergy= 33.3533   Entries 12
0    0.00616133  0.016373    
1    0.0447955   0.0182221   
2    0.031241    0.0544314   
3    0.065238    0.0440769   
4    0.0791573   0.0673937   
5    0.0905532   0.0890038   
6    0.0496083   0.13181     
7    0.106103    0.0199433   
8    0.0088124   0.0462139   
9    0.030862    0           
10   0           0           
11   0           0           
NEnergy= 33.2533   Entries 12
0    0.00620772  0.0165104   
1    0.0452737   0.0183784   
2    0.0313375   0.0549012   
3    0.0658729   0.0441228   
4    0.0796763   0.0680255   
5    0.0912535   0.0892061   
6    0.0491589   0.131758    
7    0.104709    0.0193686   
8    0.00833343  0.0457427   
9    0.0301631   0           
10   0           0           
11   0           0           
NEnergy= 33.1533   Entries 12
0    0.00625769  0.0165986   
1    0.0455656   0.0185502   
2    0.0314206   0.0551908   
3    0.0663608   0.0441804   
4    0.0801518   0.0687471   
5    0.092161    0.08931     
6    0.0487686   0.131806    
7    0.103356    0.0188702   
8    0.0078738   0.0453538   
9    0.0294776   0           
10   0           0           
11   0           0           
NEnergy= 33.0533   Entries 12
0    0.00631142  0.0166201   
1    0.0456211   0.0187445   
2    0.0314941   0.0552523   
3    0.0666624   0.0442582   
4    0.080579    0.0695835   
5    0.0933559   0.0892755   
6    0.0484125   0.132027    
7    0.102064    0.0184395   
8    0.00743341  0.0450332   
9    0.0288315   0           
10   0           0           
11   0           0           
NEnergy= 32.9533   Entries 12
0    0.00636898  0.0165591   
1    0.0453959   0.0189684   
2    0.0315646   0.0550453   
3    0.0667442   0.0443685   
4    0.0809573   0.0705564   
5    0.0949108   0.0890649   
6    0.0480601   0.132496    
7    0.10085     0.0180646   
8    0.00701205  0.0447666   
9    0.0282459   0           
10   0           0           
11   0           0           
NEnergy= 32.8533   Entries 12
0    0.00642996  0.0164055   
1    0.0448644   0.0192271   
2    0.0316403   0.0545485   
3    0.0665873   0.0445244   
4    0.0812885   0.0716758   
5    0.0968689   0.0886504   
6    0.0476803   0.133268    
7    0.0997238   0.0177319   
8    0.00661019  0.0445395   
9    0.0277347   0           
10   0           0           
11   0           0           
NEnergy= 32.7533   Entries 12
0    0.00649272  0.0161607   
1    0.0440359   0.0195194   
2    0.0317262   0.0537748   
3    0.0662014   0.0447315   
4    0.081571    0.0729343   
5    0.0992223   0.0880217   
6    0.0472484   0.134365    
7    0.0986968   0.017427    
8    0.00622955  0.0443393   
9    0.0273022   0           
10   0           0           
11   0           0           
NEnergy= 32.6533   Entries 12
0    0.00655425  0.0158403   
1    0.0429657   0.0198353   
2    0.0318224   0.0527798   
3    0.0656297   0.0449848   
4    0.0817994   0.0742981   
5    0.101892    0.0871964   
6    0.0467561   0.135752    
7    0.097779    0.0171395   
8    0.00587427  0.0441553   
9    0.0269451   0           
10   0           0           
11   0           0           
NEnergy= 32.5533   Entries 12
0    0.00660963  0.0154747   
1    0.041754    0.0201532   
2    0.0319176   0.0516601   
3    0.064951    0.0452601   
4    0.0819566   0.0757158   
5    0.104741    0.0862149   
6    0.0462153   0.137347    
7    0.0969799   0.0168645   
8    0.0055502   0.0439805   
9    0.0266541   0           
10   0           0           
11   0           0           
NEnergy= 32.4533   Entries 12
0    0.00665306  0.015102    
1    0.0405255   0.0204444   
2    0.0319919   0.0505318   
3    0.0642598   0.0455197   
4    0.0820174   0.0771247   
5    0.107597    0.0851347   
6    0.0456566   0.13903     
7    0.0963076   0.0166052   
8    0.00526464  0.0438118   
9    0.0264217   0           
10   0           0           
11   0           0           
NEnergy= 32.3533   Entries 12
0    0.00667887  0.0147585   
1    0.0393975   0.0206788   
2    0.0320204   0.0495012   
3    0.0636432   0.04572     
4    0.0819539   0.0784681   
5    0.110304    0.0840133   
6    0.0451197   0.140686    
7    0.0957657   0.016371    
8    0.00502402  0.0436503   
9    0.0262456   0           
10   0           0           
11   0           0           
NEnergy= 32.2533   Entries 12
0    0.00668312  0.0144689   
1    0.0384502   0.0208342   
2    0.0319812   0.0486387   
3    0.0631582   0.045825    
4    0.0817461   0.0797056   
5    0.112755    0.0828968   
6    0.0446394   0.14223     
7    0.0953532   0.016172    
8    0.00483185  0.0435006   
9    0.0261295   0           
10   0           0           
11   0           0           
NEnergy= 32.1533   Entries 12
0    0.00666474  0.014242    
1    0.037714    0.0209015   
2    0.0318631   0.0479679   
3    0.0628218   0.045816    
4    0.0813898   0.0808127   
5    0.114897    0.081816    
6    0.0442368   0.143626    
7    0.0950735   0.0160137   
8    0.0046872   0.0433738   
9    0.0260824   0           
10   0           0           
11   0           0           
NEnergy= 32.0533   Entries 12
0    0.00662617  0.0140722   
1    0.0371728   0.020888    
2    0.0316705   0.0474706   
3    0.0626133   0.0456971   
4    0.0809028   0.0817729   
5    0.116715    0.0807928   
6    0.0439174   0.144869    
7    0.0949375   0.0158941   
8    0.00458434  0.0432886   
9    0.0261148   0           
10   0           0           
11   0           0           
NEnergy= 31.9533   Entries 12
0    0.00657319  0.0139443   
1    0.036779    0.0208152   
2    0.0314242   0.0471015   
3    0.0624859   0.0454932   
4    0.080324    0.082568    
5    0.118205    0.0798485   
6    0.0436774   0.145971    
7    0.0949638   0.015804    
8    0.00451378  0.043271    
9    0.0262371   0           
10   0           0           
11   0           0           
NEnergy= 31.8533   Entries 12
0    0.0065138   0.0138393   
1    0.0364712   0.0207135   
2    0.0311552   0.0468037   
3    0.0623818   0.0452419   
4    0.0797045   0.0831757   
5    0.119354    0.0790066   
6    0.0435095   0.146946    
7    0.0951772   0.0157299   
8    0.00446408  0.0433528   
9    0.0264584   0           
10   0           0           
11   0           0           
NEnergy= 31.7533   Entries 12
0    0.00645632  0.0137391   
1    0.0361896   0.0206147   
2    0.0308973   0.0465233   
3    0.0622465   0.0449828   
4    0.0790953   0.0835757   
5    0.120151    0.0782882   
6    0.0434057   0.1478      
7    0.0956026   0.0156578   
8    0.00442385  0.0435651   
9    0.0267846   0           
10   0           0           
11   0           0           
NEnergy= 31.6533   Entries 12
0    0.006408    0.01363     
1    0.0358867   0.0205458   
2    0.0306798   0.0462173   
3    0.0620377   0.0447506   
4    0.0785387   0.0837548   
5    0.120584    0.0777091   
6    0.0433609   0.148534    
7    0.096253    0.0155768   
8    0.004384    0.0439311   
9    0.0272174   0           
10   0           0           
11   0           0           
NEnergy= 31.5533   Entries 12
0    0.00637349  0.0135035   
1    0.0355314   0.0205247   
2    0.0305222   0.0458594   
3    0.0617332   0.0445696   
4    0.0780628   0.0837181   
5    0.120665    0.0772716   
6    0.0433667   0.149151    
7    0.0971218   0.0154793   
8    0.0043382   0.044458    
9    0.02775     0           
10   0           0           
11   0           0           
NEnergy= 31.4533   Entries 12
0    0.00635478  0.0133565   
1    0.0351118   0.0205591   
2    0.0304334   0.0454404   
3    0.0613314   0.0444531   
4    0.0776799   0.0834886   
5    0.120427    0.0769653   
6    0.0434124   0.149658    
7    0.0981807   0.0153623   
8    0.00428345  0.0451351   
9    0.0283671   0           
10   0           0           
11   0           0           
NEnergy= 31.3533   Entries 12
0    0.00635148  0.0131912   
1    0.0346314   0.0206485   
2    0.0304132   0.0449668   
3    0.0608489   0.0444055   
4    0.0773916   0.083107    
5    0.119928    0.0767689   
6    0.0434825   0.150066    
7    0.099378    0.0152255   
8    0.00421915  0.0459329   
9    0.0290436   0           
10   0           0           
11   0           0           
NEnergy= 31.2533   Entries 12
0    0.00636153  0.0130127   
1    0.0341056   0.0207861   
2    0.0304551   0.0444567   
3    0.0603161   0.0444263   
4    0.0771937   0.0826259   
5    0.119245    0.0766539   
6    0.0435567   0.150391    
7    0.100644    0.01507     
8    0.00414614  0.0468071   
9    0.0297468   0           
10   0           0           
11   0           0           
NEnergy= 31.1533   Entries 12
0    0.00638185  0.012828    
1    0.0335559   0.0209618   
2    0.0305486   0.0439345   
3    0.0597703   0.0445103   
4    0.0770765   0.0821028   
5    0.118459    0.0765878   
6    0.0436121   0.150652    
7    0.101908    0.014897    
8    0.00406588  0.0477076   
9    0.0304408   0           
10   0           0           
11   0           0           
NEnergy= 31.0533   Entries 12
0    0.0064091   0.0126443   
1    0.0330054   0.0211643   
2    0.0306814   0.0434257   
3    0.0592491   0.0446503   
4    0.0770278   0.0815918   
5    0.117649    0.0765393   
6    0.0436272   0.150867    
7    0.103103    0.0147078   
8    0.00397995  0.0485858   
9    0.0310924   0           
10   0           0           
11   0           0           
NEnergy= 30.9533   Entries 12
0    0.00644027  0.0124677   
1    0.0324742   0.0213832   
2    0.0308419   0.0429523   
3    0.0587836   0.0448384   
4    0.0770356   0.0811364   
5    0.116877    0.0764826   
6    0.0435852   0.151054    
7    0.104177    0.0145038   
8    0.00388986  0.0494014   
9    0.0316754   0           
10   0           0           
11   0           0           
NEnergy= 30.8533   Entries 12
0    0.00647292  0.0123028   
1    0.0319771   0.0216097   
2    0.0310198   0.0425299   
3    0.0583953   0.0450665   
4    0.0770881   0.0807657   
5    0.11619     0.0763987   
6    0.0434765   0.151224    
7    0.105099    0.0142868   
8    0.00379701  0.0501268   
9    0.0321738   0           
10   0           0           
11   0           0           
NEnergy= 30.7533   Entries 12
0    0.00650513  0.0121521   
1    0.0315226   0.0218368   
2    0.0312062   0.0421668   
3    0.0580952   0.0453258   
4    0.0771736   0.0804952   
5    0.115611    0.0762756   
6    0.0432978   0.151389    
7    0.105856    0.0140586   
8    0.00370254  0.050748    
9    0.0325815   0           
10   0           0           
11   0           0           
NEnergy= 30.6533   Entries 12
0    0.0065357   0.0120164   
1    0.0311139   0.0220592   
2    0.0313943   0.0418645   
3    0.0578844   0.0456086   
4    0.0772822   0.0803266   
5    0.11515     0.0761097   
6    0.0430536   0.151556    
7    0.106452    0.0138221   
8    0.00360764  0.0512629   
9    0.0329013   0           
10   0           0           
11   0           0           
NEnergy= 30.5533   Entries 12
0    0.00656383  0.0118952   
1    0.0307499   0.0222733   
2    0.0315788   0.0416197   
3    0.0577571   0.0459076   
4    0.0774058   0.0802535   
5    0.114803    0.0759021   
6    0.0427518   0.151729    
7    0.106899    0.0135794   
8    0.0035132   0.0516771   
9    0.0331407   0           
10   0           0           
11   0           0           
NEnergy= 30.4533   Entries 12
0    0.00658911  0.0117875   
1    0.0304273   0.0224765   
2    0.031756    0.0414261   
3    0.0577027   0.0462157   
4    0.0775377   0.0802629   
5    0.114558    0.0756593   
6    0.0424044   0.15191     
7    0.107219    0.0133339   
8    0.00342024  0.0520021   
9    0.0333113   0           
10   0           0           
11   0           0           
NEnergy= 30.3533   Entries 12
0    0.0066114   0.0116917   
1    0.0301418   0.0226669   
2    0.0319232   0.041276    
3    0.0577087   0.0465272   
4    0.0776728   0.0803388   
5    0.114398    0.0753904   
6    0.0420249   0.152099    
7    0.107433    0.0130886   
8    0.00332968  0.0522514   
9    0.0334254   0           
10   0           0           
11   0           0           
NEnergy= 30.2533   Entries 12
0    0.00663077  0.0116065   
1    0.0298886   0.0228437   
2    0.0320792   0.0411615   
3    0.0577621   0.046838    
4    0.0778092   0.0804649   
5    0.114306    0.075106    
6    0.0416266   0.152294    
7    0.107561    0.0128466   
